,Name,Question,Answer
2115,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,"Which soap names you have, I choose to buy! OK",Tem folhas de limão e graviola algodão cerveja avelã jabuticaba ameixa e flor de cerejeira franboesa pimenta rosa são estas fragrância01/08/2020
2116,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,What fragrances do you have?,"Hello we have tamara and cinnamon, rosemary and salvia, cherry and hazelnut and jabuticaba18 / 06/2020"
2117,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,"Vou querer 2 caixas de cada, como faço para colocar no pedido?",Hello you can make the purchase that I send 2 of each fragrance15 / 05/2020
2118,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,What scents do you have?,"Olá temos macadamia,algodão ,cereja e flor de fliz15/05/2020"
2119,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,"Good morning, I want to buy 8 boxes, what fragrances do you have? And how do I order one of each?",Yes you can buy I will send 1. Every maybe 2 I will repeat Thank you15 / 05/2020
2120,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,Qual voce teria disponivel pra compra ?,Cherry hazelnut and orange lime cotton 1 box for each client02 / 05/2020
2121,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,"Good morning, don't you have macadamia ??","At the moment we only have cotton, cherry and hazelnut29 / 04/2020"
2122,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,Good afternoon would you have a kit 2 red fruits and 2 liz flower?,I have no red fruits and a light flower14 / 04/2020
2123,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,"Olá, quais vc tem em estoque??",Algodao cereja e avelã lima e flora de larangeira14/04/2020
2124,4 Caixa Sabonete Tododia Natura A Escolher Conforme Estoque,"Desculpe ai,me manda sem o de algodão",Olá certo posso enviar sortida menos a fragrância de algodão sem problemas podemos enviar desse jeito11/04/2020
2125,Base De Glicerina V&g Branca Para Sabonete 1 Kilo,Hi! Is it for solid shampoo?,"hello, If you have a glycerin recipe, you can use it peacefully. Thank you 29/09/2020"
2126,Base De Glicerina V&g Branca Para Sabonete 1 Kilo,Is the product base babassu?,não18/09/2020
2127,Base De Glicerina V&g Branca Para Sabonete 1 Kilo,"58 + 102 + 337 esse é o cep, cortei pq não pega colocar inteiro.",Will arrive between September 2nd and 4th R $ 45.9026 / 08/2020
2128,Base De Glicerina V&g Branca Para Sabonete 1 Kilo,does this base have lauryl in its formula?,Não possue25/08/2020
2129,Base De Glicerina V&g Branca Para Sabonete 1 Kilo,I'm from João Pessoa-PB,"As the quantity is high, I need to see with the carrier, there is no way to send it through the Free Market, they do not accept as much quantity. Could you give me your zip code to quote? 08/23/2020"
2130,Base De Glicerina V&g Branca Para Sabonete 1 Kilo,"boa noite, preciso comprar 200 quilos, como faço?","Olá, Boa noite ! De vc é ? Obrigada23/08/2020"
2131,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,"Hello, free shipping to CEP .: 77.015-278. ?? If not, what is the value .. ???",Boa noite! Vc pode verificar se sua localidade é atendida simulando a compra no proprio anuncio.12/06/2019
2132,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,"Good morning, do you take notes for legal entities?","Yes, we issue invoice21 / 02/2019"
2133,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,Pressed or extruded?,Good Morning! The entire Vida Harus line is sliced. The process is industrial. This is the product we have in prompt delivery. What are you looking for?
2134,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,"Good afternoon, I need 1000 units can I pick up on site? I'm from Curitiba too","Yes, I can deliver you. Buy a box that ML sends the contact and we agree. I am at your service23 / 03/2017"
2135,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,what is the freight for 11600-000,"Hi Ingrid! We have this product advertised right here on the free market, with shipping included for R $ 185.00. Take a look at our ads. Anything, let me know, I'm at your service07 / 04/2016"
2136,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,qual seria o preço para 1.000 unidades? tenho a opção da embalagem personalizada? o mesmo é para brinde.,"For customization, minimum order of 6 thousand units. Qto the amount that mr. you need, it would be 2 and a half boxes. For ML we have only closed box. But I have this option available, if interested, I prepare an announcement with the 200 units. I am at your service29 / 03/2016"
2137,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,What is the essence.,Floral 02/22/2016
2138,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,how much is the freight for buritis mg cep 38660000,"Boa tarde! O frete para sua região fica R$ 40,00 (7dias).20/01/2016"
2139,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,what would be the freight to santacatarina zip 88385000 thank you very much.,"Good Morning! I think I already answered your question but, go again! Per Pac, it is around R $ 28.00. There is also the Market Shipping option, check the ML website. OR direct delivery by Ju & i. Att, Ju & I Distribuidora22 / 12/2015"
2140,Mini Soap 20 Grams - 400 Units - Consult Free Shipping For Your Region,good night i would like to know the delivery to santa catarina penha zip code 88385000.,"Bom dia! Nosso envio é imediato e normalmente, pelo Mercado Livre, utilizamos o PAC. Mas os Correios demoram um pouco mais nessa época, para sua região, pedem cerca de 7 dias. Tenho a opção de entrega especial logo após o Natal, ao custo de R$ 35,00, via transportador que me atende para sua região. Caso interesse, precisa agendar antes do Natal e o pagto do frete é feito diretamente à essa pessoa. Fico às ordens22/12/2015"
2141,Vegetable Soap Garden 180 G Madressenza,"Hello, how much would you do the closed box?","Olá, infelizmente por este canal vendemos apenas por unidade. Obrigado!15/06/2020"
2142,60 Hotel Kits: Shampoo + Conditioner + Soap (180 Items),"Good night, thanks to God, I just received my kits and they are beautiful, a very good smell. Thanks","Good, I'm happy! 17/01/2020"
2143,60 Hotel Kits: Shampoo + Conditioner + Soap (180 Items),"Ok, I will make the complaint on the post office website","Tomara que te entreguem logo, Debora! Bom fim de semana...17/01/2020"
2144,60 Hotel Kits: Shampoo + Conditioner + Soap (180 Items),"Boa tarde. Os correios já saíram p/ entrega pela terceira vez hoje dia 17/ 01 e nas 2 últimas tentativas, colocam no final do dia no site dos correios logradouro com numeração errada. Já confirmei meu endereço aqui no meus dados e está tudo correto. O que está acontecendo?","Good afternoon! Debora, unfortunately we have no control over the postal service, neither me nor the Free Market. They usually deliver on time, but you can open a complaint directly on the Post Office website, with the number of knowledge generated by your purchase, and they have to give you feedback. Because the information posted is not always real, there have been cases of misplacing the goods and taking too long to notify the customer. I suggest that you make the complaint if the period has expired. I'm sorry for the delay, if you can help with anything else, let me know. Good weekend 17/01/2020"
2145,60 Kits Hotel: Shampoo+condicionador+sabonete (180 Itens),"Good night, thanks to God, I just received my kits and they are beautiful, a very good smell. Thanks","Que bom, fico feliz!17/01/2020"
2146,60 Kits Hotel: Shampoo+condicionador+sabonete (180 Itens),"Ok, I will make the complaint on the post office website","I hope they give you soon, Debora! Good weekend ... 17/01/2020"
2147,60 Kits Hotel: Shampoo+condicionador+sabonete (180 Itens),"Boa tarde. Os correios já saíram p/ entrega pela terceira vez hoje dia 17/ 01 e nas 2 últimas tentativas, colocam no final do dia no site dos correios logradouro com numeração errada. Já confirmei meu endereço aqui no meus dados e está tudo correto. O que está acontecendo?","Good afternoon! Debora, unfortunately we have no control over the postal service, neither me nor the Free Market. They usually deliver on time, but you can open a complaint directly on the Post Office website, with the number of knowledge generated by your purchase, and they have to give you feedback. Because the information posted is not always real, there have been cases of misplacing the goods and taking too long to notify the customer. I suggest that you make the complaint if the period has expired. I'm sorry for the delay, if you can help with anything else, let me know. Good weekend 17/01/2020"
2148,African Soap National Soap 4 Units.,"Good morning, Delivered by carrier?",Sim.12/09/2020
2149,African Soap National Soap 4 Units.,What fragrance?,Neutral. 09/11/2019
2150,African Soap National Soap 4 Units.,Would you have the blue soap to sell? Thank you.,N'ao vendo sabonete azul17/10/2019
2151,African Soap National Soap 4 Units.,How many soaps comes in this package?,When buying 4 bars30 / 09/2019
2152,African Soap National Soap 4 Units.,Quantos sabonetes vem nesta embalagem?,Na compra vão 4 barras.30/09/2019
2153,African Soap National Soap 4 Units.,His smell ??,Neutro.11/08/2019
2154,African Soap National Soap 4 Units.,Esse sabonete em específico tem que ser da umbanda ou candomblé pra usar ou pode ser usado por qualquer pessoa??,It can be used by anyone.10 / 08/2019
2155,Sabonete Em Barras Gigi 02 Unidades Avatim,Thanks. Good sunday,¿14/06/2020
2156,Sabonete Em Barras Gigi 02 Unidades Avatim,Tem como me avisar qdo chegar.... Qual valor estava vendendo o perfume??,Your data is not saved here. So we were unable to warn. You always need to follow the page. It costs $ 149.00 - 06/14/2020
2157,Sabonete Em Barras Gigi 02 Unidades Avatim,Vc vende só o perfume Gigi??? Moro em Ribeirão preto.... Será cobrado frete??,O Gigi de 100ml acabou. Estamos em falta por enquanto. Daqui uns dias estará chegando ¿14/06/2020
2158,Sabonete Em Barras Gigi 02 Unidades Avatim,Good morning ... I would like to know the kits and the gigi perfume,"Hello good Morning. Thank you for the question. The Mini Gigi Kit has been discontinued. For sure it will be a seasonal product, like selling at Christmas or donating from the Maes.¿14 / 06/2020"
2159,Sabonete Em Barras Gigi 02 Unidades Avatim,I wanted the soap and the gel. Do they both smell like perfume? Is the gel weak?,"I have an ad already made that calls Gigi bath kit. Go the Gel + the Oil. It smells delicious, especially from bath oil and is very moisturizing21 / 05/2020"
2160,Sabonete Em Barras Gigi 02 Unidades Avatim,Posso Comprar 3 kits? Vc tem perfume tb?,"Oi Jacqueline, boa noite! Tudo bem? Desculpa a demora. Chegaram produtos para reposição de estoque hoje e foi corrido. Tenho o Gel + Oleo + Sabonete e tbm o Perfume. Me explica direitinho o que você precisa que monto os Kits pra voce! Te aguardo :)21/05/2020"
2161,Kit 9 Soap Box Tododia Natura,"If it is stolen I don't know, I try to believe that honest people work here in the free market, but as I already told you, asking doesn't hurt! I think you were offended by my question! When I saw the photo with 9 boxes I saw no problem asking! That's it, working with the public, I saw no problem in the question I asked!",Thanks for the preference! 09/14/2020
2162,Kit 9 Soap Box Tododia Natura,Precisam pesquisar melhor!!!! Quando eu encontrar novamente te mando o link!!! Não ofende perguntar né!!!! Ser comerciante é assim mesmo!,"Of course! In my 16 years as a salesperson, I always seek the best prices to offer my clients. I just can't compete with the stolen products that people put out to burn out there!"
2163,Kit 9 Soap Box Tododia Natura,"Wow, but it's too expensive! I arrived to pay 10.00 in each box! I imagined it was 9 for 98.00! if you can do it I want it 😉","Me fala aonde vc compra que vou comprar também?, nosso preço de custo é 12 reais, ainda pagamos taxa do mercado livre, e frete para todo Brasil, embalagem de envio, funcionário para embalar produto, e impostos. Quando achar neste valor nos informa que vamos comprar também!13/09/2020"
2164,Kit 9 Soap Box Tododia Natura,"Acabei de mandar no campo de MENSAGEM DO MERCADO LIVRE, não sei porque vocês pedem pra colocar aqui no campo de perguntas as opções se não tem acesso .. Confuso ...",Hi! And that the questions are anonymous. When you inform within the message it helps us to locate your order. Natura Express thanks you for your preference! Offers link: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.RJ07/05/2020
2165,Kit 9 Soap Box Tododia Natura,"Good morning, follow my order: 03 boxes with CHERRY AND HAZELNUT, 03 boxes LIMA AND ORANGE FLOWER, 03 LEMON AND GRAVIOLA LEAVES .. This is my order, I just made the purchase. I await my delivery and the order 10000000% correct .. Thank you.",Inform us after the purchase your preference that by the question here we do not know who the customer is 07/05/2020
2166,Kit 9 Soap Box Tododia Natura,Ok. Aguardo seu retorno !,"Olá! Temos as seguintes opçoes: Macadâmia, Lima e flor de laranjeira, cereja e avelã, folhas de limão e graviola. A Natura Express agradece a preferência! Link de ofertas: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.RJ07/05/2020"
2167,Kit 9 Soap Box Tododia Natura,Boa noite! Quais as fragrâncias que temos hoje disponível ? Aguardo seu retorno!,"We were able to confirm at 10am, as you already have some orders for postage and I don't remember the stock now06 / 05/2020"
2168,Kit 9 Soap Box Tododia Natura,Good Morning. What fragrances are available ??,"Algodão, cereja e avela, flor de lis, avela e cassis, lima e flor de laranjeira, folhas de limão e graviola, amora vermelha e jaboticaba, alecrim e salvia.17/04/2020"
2169,Kit 9 Soap Box Tododia Natura,Hello good night these natural soaps come assorted ??,"Olá! Enviamos conforme sua opção. Por favor, nos informe por mensagem, dentro da compra, as suas fragrâncias desejadas. Agradecemos a preferência!06/04/2020"
2170,Kit 9 Soap Box Tododia Natura,verdade,Thanks for the preference! 08/03/2020
2171,Kit 9 Cx De Sabonete Natura Tododia Fragrancias Diversas,"Ola..esse link fala que vem 9 caixas e na descrição está que vem 4 cx! Qnts caixas com 5 vem nesse link,por favor?","Hi! 9 boxes, we are going to change the direction. Natura Express thanks you for your preference! Offers link: https://eshops.mercadolivre.com.br/NATURA%20EXPRESS.RJ12/05/2020"
