,name,price,Brand,Line,Unit weight,Model,description,store_name,new_or_not,sold_number,Units per package,review_rating
1103,Cloy Estojo Milk Care Sabonetes 2x80g (kit C/06),47.0,,,,,"description
DESCRIPTION: CLOY soap ultra moisturizing and intense perfuming. Contains 2 80g soaps.
ACTION / ASSETS: Ultra moisturizing CLOY has an exclusive formula with a complex of moisturizing cream, shea butter and vitamin E. CLOY will cleanse your skin without drying it out while maintaining its natural beauty.
HOW TO USE: While bathing, gently rub the body until foam forms. Then rinse.
THIS ANNOUNCEMENT CONTAINS: 06 Cloy Kit Milk Care Soaps 2x80g",Location,New,1.0,,
1104,Tododia Hidratante Framboesa E Pimenta Rosa + Sabonete Kit,49.0,,Everyday,700 g,,"Descrição
PRODUTO ORIGINAL E COM GARANTIA DA NATURA

Enviamos em menos de 24h úteis!


Validade: 06/2022

Validade Sabonete: 05/2023

Sobre o produto:

A fórmula do Creme Nutritivo Para o Corpo Framboesa e Pimenta Rosa Tododia é leve e confortável. Possui vitaminas e ação prebiótica, que promove uma nutrição personalizada e é ideal para todos os tipos de pele. Contém ação desodorante.



Benefícios:

• Toque seco e rápida absorção;

• Fragrância fresca e delicada;

• Nutre e hidrata imediatamente;

• Possui óleos nutritivos e vitaminas essenciais.



Conteúdo: 1 creme nutritivo para o corpo framboesa e pimenta rosa, 400ml + 1 sabonete 5x90g",Location,New,4.0,,
1105,Sabonete Barra Johnson's Nutri Spa Rejuvenescedora Romã 80g,1.81,Johnson's,Renovadora Romã Nutri Spa,80 g,,"description
Johnson's soaps have a special formulation that gently cleanses the skin leaving it with Johnson's delicate and unmistakable scent.",Johnson & Johnson por Sage's,New,1.0,1,
1106,"5 Shampos Sólidos E 5 Sabonetes Veganos. Naturais, 125g Cada",182.74,ATLANTIC FOREST EXPRESS,,120 g,VEGAN LINE,"description
ANVISA: 3529906012060000016
INPI: 919152767

This Kit consists of 10 units, 5 shampoos and 5 soaps, weighing 120g each. The measure of soaps and shampoos varies from 6 to 7 cm in length, 5 cm in width and 3 cm in height. The packaging is made with Kraft paper and baking paper,

In this kit, in addition to nutritious soaps, there are moisturizers, exfoliants; anti acnes, antioxidants and detoxifiers.
Shampoos have anti residues, anti falls, anti dandruff, detoxifying and moisturizers.

The natural and handmade Vegan soaps and shampoos from Flowers, Fruits, Herbs, and from Castile; they are made manually, artisanal and without ingredients of animal origin in the formulation. Away from health-damaging chemical components, our products are made with natural ingredients, and colors; apart from synthetic dyes, it comes from nature's additives such as beets, leaves, saffron, charcoal, açaí, colored clays and others.

In the Vegan composition of this kit, we use: Algae, Flowers, Fruits, Herbs (from the Atlantic Forest). In our base we put Ashes, Xylitol, Cetyl Alcohol, colored clays. We also use vegetable oils and butters from: Murumuru, Palma, Palmiste, Babaçu, Turmeric, Olive Oil, Cupuaçu, Karité, Bacurí, Ucuubá, Babaçu and Cacau. The base of our soaps is all organic with natural dyes and soaps to foam in a natural way.
The entire Vegan line hydrates, nourishes, rejuvenates and softens the skin.
Castile Vegans moisturize, nourish, tone and detoxify.

This kit is suitable for normal skin and hair

Most of our soaps and shampoos are made by the Cold Process: Process of cold saponification. As they are not subjected to high temperatures, the properties of flowers, herbs, fruits and algae are preserved. The result is undoubtedly cleanliness, beauty, nutrition, hydration, natural health and without aggression. Cold Process is an ancient technique and loaded with beautiful stories and wisdom from our ancestors. It has soaps that take up to 26 days to be ready.
Take the aroma of the countryside to your home, discover some riches of the Vale do Ribeira and love your skin and hair more and more.
Our soap shop is located in the forest, in the middle of the second lung of Brazil.
Totally inspired by the Atlantic Forest and always thought of you.
Tie naturally and be extremely happy!",Location,Novo,31.0,,5.0
1107,Sabonete Senador Seduction 130g,14.9,,,130 g,Soap,"description
Contains emollients that help hydrate the skin. The presence of silicone in its formula provides a soft and velvety touch.",Location,New,19.0,1,
1108,Protex Nutri Protect Vitamin E Bar Soap Kit 125g-6 Un,23.83,,Vitamina E,125 g,Nutri Protect,"Descrição
Kit Sabonete em Barra Protex Nutri Protect Vitamina E 125g com 6 unidades Para a boa saúde da sua pele Elimina 99, 9% das bactérias Fórmula exclusiva com pH balanceado, ajuda a limpar e remover as impurezas da pele Cria uma barreira de proteção que ajuda a prevenir a proliferação de bactérias Tamanho família",Colgate-Palmolive,Novo,20.0,,
1109,6x Suavetex Natural Organic Soap Turmeric Extract 80g,58.16,Suavetex,,,,"Descrição
*** ATENÇÃO: Quer ter FRETE GRATIS ??!?!?!?*** 

Adicione Produtos de nossa loja no CARRINHO para ter este beneficio em compras acima de 120,00

<< Clique em ""Ver todos os anúncios"", abaixo de ""Mais anúncios deste vendedor"" >>

 

Kit 6 Sabonete Suavetex Natural Com Extrato De Cúrcuma 80g

O sabonete vegetal Natural Suavetex com extrato orgânico de cúrcuma é livre de corantes e conservantes e garante uma pele mais saudável, macia e sedosa.

A cúrcuma é uma das substâncias da natureza mais benéficas para a saúde humana. Seus benefícios para a pele são diversos, entre eles, destaque para o seu alto poder de revitalização. Auxilia no combate as estrias, rugas, marcas de expressão e sinais de envelhecimento. Graças ao seu poder regenerativo, também é indicado para hidratar áreas mais suscetíveis ao ressecamento, como cotovelos, calcanhares e joelhos. Renova as células da pele e ajuda no tratamento da acne, devido às suas propriedades antissépticas e antibacterianas. Contribui para limpar cicatrizes de acne e outras inflamações.

Ingredientes:

Massa Base Vegetal (Sodium Palmate, Sodium Palm Kernelate, Sodium Stearate, Sodium Chloride, Glycerin, Sodium Hydroxide, Etidronic Acid, Aqua), Parfum. Ingrediente Orgânico: Curcuma Longa (Turmeric) Callus Extract (Extrato de Cúrcuma).

Propriedade:

- Não resseca a pele;

- Possui massa base 100% vegetal;

- Sem álcool;

- Sem sulfatos;

- Sem parabenos;

- Sem conservantes químicos;

- Sem corantes artificiais;

- Sem testes em animais
 

Modo de usar:

Aplique sobre a pele molhada fazendo movimentos circulares. Enxágue em seguida. Pode ser utilizado diariamente.



______________________________________________________________

Somos Distribuidores de diversas marcas de Excelência e Qualidade!

Temos 100% de Qualificações Positivas, sua compra está Segura!

ENTREGAMOS EM TODO BRASIL COM ENVIO IMEDIATO PELOS CORREIOS!

PRODUTOS COM NOTA FISCAL E PROCEDÊNCIA!!!",Localização,New,1.0,-1,
1110,Black Clay Soap 90g With Clay Extract 3 Units,25.9,Bionature,SOAP,,BARRA 90GR,"description
### ALL YOUR PURCHASES FOLLOW WITH INVOICE OF SALE ###

*** WE ARE FROM NATURAL HEALTH FC ALWAYS BRINGING QUALITY PRODUCTS AT THE FAIR PRICE, FOR MORE THAN YEARS IN THE FREE MARKET ***

*** ADVERTISING MATERIALS TO 3 BLACK CLAY SOAP UNITS OF 90 GRAMS EACH ***

# DESCRIPTION#
BLACK CLAY BAR SOAP WITH VEGETABLE OILS, CLEAN GENTLY AND TAKE CARE OF YOUR SKIN.
THE DELICATE FRAGRANCE OF NATURAL MARINE HERB, GIVES A SENSATION OF CLEANING YOUR SENSES.

#HOW TO USE#
MASSAGE ON THE WET SKIN TO FORM FOAM, RINSE THEN THEN.

# CARE #
EXTERNAL USE, AVOID DIRECT CONTACT WITH EYES, IF ANY, RINSE WITH PLENTY OF WATER.
KEEP OUT OF THE REACH OF CHILDREN.
IN CASE OF IRRITATION SUSPEND USE IMMEDIATELY.

#COMPOSITION#
CARBON DIOXIDE, SEED OIL, SEED, STERIC ACID, BHT, ALCOHOL, SODIUM HYDROXIDE, SACAROSE, SODIUM CHLORIDE, GLYCERIN, GLYCOL PROPYLENE, TITANIUM DIOXIS, FRAGRANCE, WATER, WATER, WATER.

#MADE BY#
CNPJ 27 197 549 0001 74
STATE INSC 492 907 855 113 INSC MUNICIPAL 0000122132

TECHNICAL RESP. SUZANEIDE B SILVA CRQ 07200256 8th AUT FUN MS 204 159 3
RES ANVISA 343 05 AFE 2 04159 3

IMPORTANT:
WE WORK WITH THE MARKET SEND YOUR PURCHASED PURCHASE PURCHASE PURCHASE, GUARANTEED BY THE FREE MARKET, OR YOUR MONEY BACK.

ANY QUESTIONS TO USE QUESTIONS BELOW IN THE FIELD, WE ARE AVAILABLE IN NATURAL HEALTH FC

ALL OUR ITEMS ARE IN NEW, SEALED PACKAGES.",Location,Novo,2.0,3,
1111,Lux Botanicals Bar Soap Jasmine Bouquet 85g,1.22,Lux,Buquê de Jasmim Botanicals,85 g,Soap,"Descrição
Os sabonetes em barra Lux são formulados de forma a proporcionar umaa experiência do seu banho um momento único, especial e relaxante. Com fragrâncias inspiradas na natureza, Lux valoriza o momento do banho, para te entregar uma experiência ainda melhor. Lux também possui óleos hidraflorais, uma mistura de ingredientes de cuidado com a pele, extraídos da natureza, que adicionados à formulação ajudam a sua pele a permanecer macia e flexível. Lux Buquê de Jasmim possui uma fragrância que mistura notas de amêndoas e cassis com notas de jasmim e pêssego, proporcionando uma limpeza profunda e uma sensação de pele aveludada. Com fragrâncias delicosa, Lux garante uma sensação de pele cheirosa! Aproveite um banho ainda mais intenso com Lux. Lux Buquê de Jasmim também está disponível na versão grande de 125g. Experimente também o sabonete líquido e o refil de Buquê de Jasmim. Conheça outros sabonetes em barra de Lux: Flor de Verbena, Lírio Azul, Orquídea Negra, Rosas Francesas, Flor de Lótus, Lavanda e Flor de Baunilha. Todas os sabonetes Lux são exclusivamente formulados para uma experiência no banho maravilhosa, através dos exclusivos óleos hidraflorais e glicerina. Mude o toque da sua pele com os sabonetes em barra Lux, disponíveis em 8 incríveis variantes.",Levlist,Novo,49.0,1,
1112,Nivea Hid Lavender Soap 85g C 12,25.87,Nivea,Lavender Moisturizer & Oils,85 g,,"description
Nivea lavender moisturizing soap.",Location,Novo,3.0,1,
1113,Proderm Emollient Soap 80g,58.8,Galderma,,80 g,,"description
Characteristics:
Proderm Emollient Soap 80g
Ref. 6080

Proderm is a moisturizing soap for baby's delicate skin, as it cleans and protects against irritations, providing a soft skin with a tasty baby scent, ideal for children and adults, to be used after sun exposure.

It is a complete moisturizing soap, specially developed for baby's delicate skin. Using daily after each diaper change, it cleans and protects against irritations, leaving the skin soft and with a pleasant baby smell. Ideal for hydrating the skin of children and adults, especially after prolonged exposure to the sun.

All products are original and of immediate delivery with postage within 48 hours after payment confirmation. 100% secure shopping, Mercado Pago protects your money from the purchase!

Our Physical Store is located in the center of São Bernardo do Campo - São Paulo. Acting in the Drugstore, Perfumery and Correlates segment.

Any problem or question regarding the product. Please contact us through the Mercado Livre or WhatsApp chat before opening a complaint!

To make your purchases with security and guarantee is at Drogaria Belamed, a group that for over 30 years has been synonymous with fair price, quality and excellence in service.

At Drogaria Belamed you will find everything for your health, comfort and well-being. Check out our offers on the website.",Location,,,001,
1114,Kit C / 6 Senador Seduction Soap 130g,37.7,,Corporal,130 g,,"Descrição
Contém emolientes que auxiliam na hidratação da pele.
A presença de silicone em sua fórmula proporciona um toque macio e aveludado.",Location,New,1.0,6,
